material_id,formula,model,score_status,energy_per_atom,score,score_type
wbm-1-14847,Cu2 F6,CHGNet,scored,-4.10367488861084,-4.10367488861084,raw_energy_per_atom_lower_is_more_stable
wbm-1-14847,Cu2 F6,MACE-MP,scored,-3.7695748805999756,-3.7695748805999756,raw_energy_per_atom_lower_is_more_stable
wbm-1-15286,Cu2 F8,CHGNet,scored,-3.6977438926696777,-3.6977438926696777,raw_energy_per_atom_lower_is_more_stable
wbm-1-15286,Cu2 F8,MACE-MP,scored,-3.3372825622558593,-3.3372825622558593,raw_energy_per_atom_lower_is_more_stable
wbm-1-15319,Cu2 F8 K2,CHGNet,scored,-4.349325180053711,-4.349325180053711,raw_energy_per_atom_lower_is_more_stable
wbm-1-15319,Cu2 F8 K2,MACE-MP,scored,-4.0505625406901045,-4.0505625406901045,raw_energy_per_atom_lower_is_more_stable
wbm-1-15593,Ca1 F6 Sc1,CHGNet,scored,-6.244400501251221,-6.244400501251221,raw_energy_per_atom_lower_is_more_stable
wbm-1-15593,Ca1 F6 Sc1,MACE-MP,scored,-5.9548139572143555,-5.9548139572143555,raw_energy_per_atom_lower_is_more_stable
wbm-1-15627,Co1 F6,CHGNet,scored,-3.9712581634521484,-3.9712581634521484,raw_energy_per_atom_lower_is_more_stable
wbm-1-15627,Co1 F6,MACE-MP,scored,-3.387454169137137,-3.387454169137137,raw_energy_per_atom_lower_is_more_stable
wbm-1-15667,Ba1 Cu1 F6,CHGNet,scored,-4.711675643920898,-4.711675643920898,raw_energy_per_atom_lower_is_more_stable
wbm-1-15667,Ba1 Cu1 F6,MACE-MP,scored,-4.35728645324707,-4.35728645324707,raw_energy_per_atom_lower_is_more_stable
wbm-1-15732,Ba1 F6 In1,CHGNet,scored,-5.025086879730225,-5.025086879730225,raw_energy_per_atom_lower_is_more_stable
wbm-1-15732,Ba1 F6 In1,MACE-MP,scored,-4.688572883605957,-4.688572883605957,raw_energy_per_atom_lower_is_more_stable
wbm-1-15864,Cu1 F6 K1,CHGNet,scored,-3.8392603397369385,-3.8392603397369385,raw_energy_per_atom_lower_is_more_stable
wbm-1-15864,Cu1 F6 K1,MACE-MP,scored,-3.509697914123535,-3.509697914123535,raw_energy_per_atom_lower_is_more_stable
wbm-1-15962,F6 Mg1 Sc1,CHGNet,scored,-6.025705337524414,-6.025705337524414,raw_energy_per_atom_lower_is_more_stable
wbm-1-15962,F6 Mg1 Sc1,MACE-MP,scored,-5.701558589935303,-5.701558589935303,raw_energy_per_atom_lower_is_more_stable
wbm-1-15969,F6 Mg1 Tm1,CHGNet,scored,-5.850512504577637,-5.850512504577637,raw_energy_per_atom_lower_is_more_stable
wbm-1-15969,F6 Mg1 Tm1,MACE-MP,scored,-5.563234329223633,-5.563234329223633,raw_energy_per_atom_lower_is_more_stable
wbm-1-16322,Ba1 F6 Sc1,CHGNet,scored,-6.219562530517578,-6.219562530517578,raw_energy_per_atom_lower_is_more_stable
wbm-1-16322,Ba1 F6 Sc1,MACE-MP,scored,-5.897949695587158,-5.897949695587158,raw_energy_per_atom_lower_is_more_stable
wbm-1-16335,F6 Sc1 Zn1,CHGNet,scored,-5.522256374359131,-5.522256374359131,raw_energy_per_atom_lower_is_more_stable
wbm-1-16335,F6 Sc1 Zn1,MACE-MP,scored,-5.169838905334473,-5.169838905334473,raw_energy_per_atom_lower_is_more_stable
wbm-1-16338,F6 Se1,CHGNet,scored,-4.082177639007568,-4.082177639007568,raw_energy_per_atom_lower_is_more_stable
wbm-1-16338,F6 Se1,MACE-MP,scored,-3.7071405138288225,-3.7071405138288225,raw_energy_per_atom_lower_is_more_stable
wbm-1-16339,F6 Se1,CHGNet,scored,-4.087032794952393,-4.087032794952393,raw_energy_per_atom_lower_is_more_stable
wbm-1-16339,F6 Se1,MACE-MP,scored,-3.7257096426827565,-3.7257096426827565,raw_energy_per_atom_lower_is_more_stable
wbm-1-16394,Cs1 F6 Ti1,CHGNet,scored,-5.78395414352417,-5.78395414352417,raw_energy_per_atom_lower_is_more_stable
wbm-1-16394,Cs1 F6 Ti1,MACE-MP,scored,-5.496413230895996,-5.496413230895996,raw_energy_per_atom_lower_is_more_stable
wbm-1-16449,F6 Tm1 Zn1,CHGNet,scored,-5.353494644165039,-5.353494644165039,raw_energy_per_atom_lower_is_more_stable
wbm-1-16449,F6 Tm1 Zn1,MACE-MP,scored,-5.0247297286987305,-5.0247297286987305,raw_energy_per_atom_lower_is_more_stable
wbm-1-16451,F6 Y1 Zn1,CHGNet,scored,-5.577513217926025,-5.577513217926025,raw_energy_per_atom_lower_is_more_stable
wbm-1-16451,F6 Y1 Zn1,MACE-MP,scored,-5.236285209655762,-5.236285209655762,raw_energy_per_atom_lower_is_more_stable
wbm-1-16534,F7 Na3 Sr1,CHGNet,scored,-4.482844352722168,-4.482844352722168,raw_energy_per_atom_lower_is_more_stable
wbm-1-16534,F7 Na3 Sr1,MACE-MP,scored,-4.196559559215199,-4.196559559215199,raw_energy_per_atom_lower_is_more_stable
wbm-1-16611,Ba1 Ca2 F8,CHGNet,scored,-5.32408332824707,-5.32408332824707,raw_energy_per_atom_lower_is_more_stable
wbm-1-16611,Ba1 Ca2 F8,MACE-MP,scored,-4.962289983575994,-4.962289983575994,raw_energy_per_atom_lower_is_more_stable
wbm-1-16618,Ba1 Cu2 F8,CHGNet,scored,-4.671486854553223,-4.671486854553223,raw_energy_per_atom_lower_is_more_stable
wbm-1-16618,Ba1 Cu2 F8,MACE-MP,scored,-4.335282759232954,-4.335282759232954,raw_energy_per_atom_lower_is_more_stable
wbm-1-18634,Br3 Er3 Ga1,CHGNet,scored,-4.469491958618164,-4.469491958618164,raw_energy_per_atom_lower_is_more_stable
wbm-1-18634,Br3 Er3 Ga1,MACE-MP,scored,-4.267282213483538,-4.267282213483538,raw_energy_per_atom_lower_is_more_stable
wbm-1-21043,Br4 Er2 H2,CHGNet,scored,-4.587494850158691,-4.587494850158691,raw_energy_per_atom_lower_is_more_stable
wbm-1-21043,Br4 Er2 H2,MACE-MP,scored,-4.261590480804443,-4.261590480804443,raw_energy_per_atom_lower_is_more_stable
wbm-1-21796,Gd2 I6,CHGNet,scored,-6.36636209487915,-6.36636209487915,raw_energy_per_atom_lower_is_more_stable
wbm-1-21796,Gd2 I6,MACE-MP,scored,-6.057033538818359,-6.057033538818359,raw_energy_per_atom_lower_is_more_stable
wbm-1-23510,F6 Li2 Sc1,CHGNet,scored,-5.7691650390625,-5.7691650390625,raw_energy_per_atom_lower_is_more_stable
wbm-1-23510,F6 Li2 Sc1,MACE-MP,scored,-5.441854688856337,-5.441854688856337,raw_energy_per_atom_lower_is_more_stable
wbm-1-24972,Ca2 F8 Li2,CHGNet,scored,-5.081640243530273,-5.081640243530273,raw_energy_per_atom_lower_is_more_stable
wbm-1-24972,Ca2 F8 Li2,MACE-MP,scored,-4.769560178120931,-4.769560178120931,raw_energy_per_atom_lower_is_more_stable
wbm-1-29475,Br6 Mn2,CHGNet,scored,-4.5368266105651855,-4.5368266105651855,raw_energy_per_atom_lower_is_more_stable
wbm-1-29475,Br6 Mn2,MACE-MP,scored,-4.152698516845703,-4.152698516845703,raw_energy_per_atom_lower_is_more_stable
wbm-1-35252,Br6 Ni2,CHGNet,scored,-3.2700939178466797,-3.2700939178466797,raw_energy_per_atom_lower_is_more_stable
wbm-1-35252,Br6 Ni2,MACE-MP,scored,-2.994931697845459,-2.994931697845459,raw_energy_per_atom_lower_is_more_stable
wbm-1-45469,Br2 Er2 P1,CHGNet,scored,-5.516124725341797,-5.516124725341797,raw_energy_per_atom_lower_is_more_stable
wbm-1-45469,Br2 Er2 P1,MACE-MP,scored,-5.338647079467774,-5.338647079467774,raw_energy_per_atom_lower_is_more_stable
wbm-1-48434,I6 Ru2,CHGNet,scored,-3.748330593109131,-3.748330593109131,raw_energy_per_atom_lower_is_more_stable
wbm-1-48434,I6 Ru2,MACE-MP,scored,-3.5496017932891846,-3.5496017932891846,raw_energy_per_atom_lower_is_more_stable
wbm-1-59200,Br10 V2,CHGNet,scored,-3.964923143386841,-3.964923143386841,raw_energy_per_atom_lower_is_more_stable
wbm-1-59200,Br10 V2,MACE-MP,scored,-3.537682215372721,-3.537682215372721,raw_energy_per_atom_lower_is_more_stable
wbm-1-6237,Br6 Er2,CHGNet,scored,-4.654660224914551,-4.654660224914551,raw_energy_per_atom_lower_is_more_stable
wbm-1-6237,Br6 Er2,MACE-MP,scored,-4.277831077575684,-4.277831077575684,raw_energy_per_atom_lower_is_more_stable
wbm-1-6238,Br6 Er2,CHGNet,scored,-4.603231430053711,-4.603231430053711,raw_energy_per_atom_lower_is_more_stable
wbm-1-6238,Br6 Er2,MACE-MP,scored,-4.204535484313965,-4.204535484313965,raw_energy_per_atom_lower_is_more_stable
wbm-1-6239,Br6 Er2,CHGNet,scored,-4.630731582641602,-4.630731582641602,raw_energy_per_atom_lower_is_more_stable
wbm-1-6239,Br6 Er2,MACE-MP,scored,-4.204482555389404,-4.204482555389404,raw_energy_per_atom_lower_is_more_stable
wbm-1-6280,Br6 Pd2,CHGNet,scored,-3.205911159515381,-3.205911159515381,raw_energy_per_atom_lower_is_more_stable
wbm-1-6280,Br6 Pd2,MACE-MP,scored,-2.8246853351593018,-2.8246853351593018,raw_energy_per_atom_lower_is_more_stable
wbm-1-6397,Br8 Ce2,CHGNet,scored,-4.535430431365967,-4.535430431365967,raw_energy_per_atom_lower_is_more_stable
wbm-1-6397,Br8 Ce2,MACE-MP,scored,-4.070003509521484,-4.070003509521484,raw_energy_per_atom_lower_is_more_stable
wbm-1-6398,Br8 Ce2,CHGNet,scored,-4.557807445526123,-4.557807445526123,raw_energy_per_atom_lower_is_more_stable
wbm-1-6398,Br8 Ce2,MACE-MP,scored,-4.080637741088867,-4.080637741088867,raw_energy_per_atom_lower_is_more_stable
wbm-1-6408,Br8 Eu2,CHGNet,scored,-4.8982744216918945,-4.8982744216918945,raw_energy_per_atom_lower_is_more_stable
wbm-1-6408,Br8 Eu2,MACE-MP,scored,-4.638132095336914,-4.638132095336914,raw_energy_per_atom_lower_is_more_stable
wbm-1-6460,Br8 Sr2,CHGNet,scored,-3.1653504371643066,-3.1653504371643066,raw_energy_per_atom_lower_is_more_stable
wbm-1-6460,Br8 Sr2,MACE-MP,scored,-2.950541305541992,-2.950541305541992,raw_energy_per_atom_lower_is_more_stable
wbm-1-6461,Br8 Sr2,CHGNet,scored,-3.064549684524536,-3.064549684524536,raw_energy_per_atom_lower_is_more_stable
wbm-1-6461,Br8 Sr2,MACE-MP,scored,-2.910061264038086,-2.910061264038086,raw_energy_per_atom_lower_is_more_stable
wbm-1-6476,Br10 Hf2,CHGNet,scored,-4.582037448883057,-4.582037448883057,raw_energy_per_atom_lower_is_more_stable
wbm-1-6476,Br10 Hf2,MACE-MP,scored,-4.234699249267578,-4.234699249267578,raw_energy_per_atom_lower_is_more_stable
wbm-1-6491,Br6 Mo1,CHGNet,scored,-3.7888007164001465,-3.7888007164001465,raw_energy_per_atom_lower_is_more_stable
wbm-1-6491,Br6 Mo1,MACE-MP,scored,-3.349517277308873,-3.349517277308873,raw_energy_per_atom_lower_is_more_stable
wbm-1-9744,Cl8 Cs4,CHGNet,scored,-3.006861448287964,-3.006861448287964,raw_energy_per_atom_lower_is_more_stable
wbm-1-9744,Cl8 Cs4,MACE-MP,scored,-2.8206685384114585,-2.8206685384114585,raw_energy_per_atom_lower_is_more_stable
wbm-1-9828,Cl8 Rb4,CHGNet,scored,-3.023350238800049,-3.023350238800049,raw_energy_per_atom_lower_is_more_stable
wbm-1-9828,Cl8 Rb4,MACE-MP,scored,-2.830821990966797,-2.830821990966797,raw_energy_per_atom_lower_is_more_stable
wbm-1-9948,Cl6 Co2,CHGNet,scored,-4.078737735748291,-4.078737735748291,raw_energy_per_atom_lower_is_more_stable
wbm-1-9948,Cl6 Co2,MACE-MP,scored,-3.585421085357666,-3.585421085357666,raw_energy_per_atom_lower_is_more_stable
wbm-2-10005,As1 Cl11,CHGNet,scored,-2.5636205673217773,-2.5636205673217773,raw_energy_per_atom_lower_is_more_stable
wbm-2-10005,As1 Cl11,MACE-MP,scored,-2.1856228510538735,-2.1856228510538735,raw_energy_per_atom_lower_is_more_stable
wbm-2-10006,Bi1 Cl11,CHGNet,scored,-2.4977073669433594,-2.4977073669433594,raw_energy_per_atom_lower_is_more_stable
wbm-2-10006,Bi1 Cl11,MACE-MP,scored,-2.19156551361084,-2.19156551361084,raw_energy_per_atom_lower_is_more_stable
wbm-2-10112,Ba2 Cl6,CHGNet,scored,-4.095997333526611,-4.095997333526611,raw_energy_per_atom_lower_is_more_stable
wbm-2-10112,Ba2 Cl6,MACE-MP,scored,-3.7279701232910156,-3.7279701232910156,raw_energy_per_atom_lower_is_more_stable
wbm-2-10119,Cl6 Co2,CHGNet,scored,-4.07875919342041,-4.07875919342041,raw_energy_per_atom_lower_is_more_stable
wbm-2-10119,Cl6 Co2,MACE-MP,scored,-3.5854973793029785,-3.5854973793029785,raw_energy_per_atom_lower_is_more_stable
wbm-2-10219,Cl6 Ni2,CHGNet,scored,-3.6367509365081787,-3.6367509365081787,raw_energy_per_atom_lower_is_more_stable
wbm-2-10219,Cl6 Ni2,MACE-MP,scored,-3.24214768409729,-3.24214768409729,raw_energy_per_atom_lower_is_more_stable
wbm-2-10321,Ba2 Cl8,CHGNet,scored,-3.6235179901123047,-3.6235179901123047,raw_energy_per_atom_lower_is_more_stable
wbm-2-10321,Ba2 Cl8,MACE-MP,scored,-3.3164337158203123,-3.3164337158203123,raw_energy_per_atom_lower_is_more_stable
wbm-2-10322,Ba2 Cl8,CHGNet,scored,-3.6397347450256348,-3.6397347450256348,raw_energy_per_atom_lower_is_more_stable
wbm-2-10322,Ba2 Cl8,MACE-MP,scored,-3.348185729980469,-3.348185729980469,raw_energy_per_atom_lower_is_more_stable
wbm-2-10335,Cl8 Co2,CHGNet,scored,-3.6364777088165283,-3.6364777088165283,raw_energy_per_atom_lower_is_more_stable
wbm-2-10335,Cl8 Co2,MACE-MP,scored,-3.1592338562011717,-3.1592338562011717,raw_energy_per_atom_lower_is_more_stable
wbm-2-10391,Cl8 Ni2,CHGNet,scored,-3.1738226413726807,-3.1738226413726807,raw_energy_per_atom_lower_is_more_stable
wbm-2-10391,Cl8 Ni2,MACE-MP,scored,-2.8128610610961915,-2.8128610610961915,raw_energy_per_atom_lower_is_more_stable
wbm-2-10407,Cl8 Sc2,CHGNet,scored,-4.779301643371582,-4.779301643371582,raw_energy_per_atom_lower_is_more_stable
wbm-2-10407,Cl8 Sc2,MACE-MP,scored,-4.38253173828125,-4.38253173828125,raw_energy_per_atom_lower_is_more_stable
wbm-2-10414,Cl8 Sr2,CHGNet,scored,-3.5753262042999268,-3.5753262042999268,raw_energy_per_atom_lower_is_more_stable
wbm-2-10414,Cl8 Sr2,MACE-MP,scored,-3.2339576721191405,-3.2339576721191405,raw_energy_per_atom_lower_is_more_stable
wbm-2-15210,F8 Na2 Sr2,CHGNet,scored,-4.86526346206665,-4.86526346206665,raw_energy_per_atom_lower_is_more_stable
wbm-2-15210,F8 Na2 Sr2,MACE-MP,scored,-4.589636166890462,-4.589636166890462,raw_energy_per_atom_lower_is_more_stable
wbm-2-15292,Al1 Ca1 F6,CHGNet,scored,-5.700281620025635,-5.700281620025635,raw_energy_per_atom_lower_is_more_stable
wbm-2-15292,Al1 Ca1 F6,MACE-MP,scored,-5.377829551696777,-5.377829551696777,raw_energy_per_atom_lower_is_more_stable
wbm-2-15330,Ba1 Er1 F6,CHGNet,scored,-6.007819175720215,-6.007819175720215,raw_energy_per_atom_lower_is_more_stable
wbm-2-15330,Ba1 Er1 F6,MACE-MP,scored,-5.7113261222839355,-5.7113261222839355,raw_energy_per_atom_lower_is_more_stable
wbm-2-15331,Ba1 F6 Gd1,CHGNet,scored,-7.128715515136719,-7.128715515136719,raw_energy_per_atom_lower_is_more_stable
wbm-2-15331,Ba1 F6 Gd1,MACE-MP,scored,-6.84975004196167,-6.84975004196167,raw_energy_per_atom_lower_is_more_stable
wbm-2-15335,Ba1 F6 Lu1,CHGNet,scored,-5.995489597320557,-5.995489597320557,raw_energy_per_atom_lower_is_more_stable
wbm-2-15335,Ba1 F6 Lu1,MACE-MP,scored,-5.7238874435424805,-5.7238874435424805,raw_energy_per_atom_lower_is_more_stable
wbm-2-15340,Ba1 F6 Tm1,CHGNet,scored,-6.002820014953613,-6.002820014953613,raw_energy_per_atom_lower_is_more_stable
wbm-2-15340,Ba1 F6 Tm1,MACE-MP,scored,-5.727917194366455,-5.727917194366455,raw_energy_per_atom_lower_is_more_stable
wbm-2-15347,Ca1 Eu1 F6,CHGNet,scored,-6.48153829574585,-6.48153829574585,raw_energy_per_atom_lower_is_more_stable
wbm-2-15347,Ca1 Eu1 F6,MACE-MP,scored,-6.201840400695801,-6.201840400695801,raw_energy_per_atom_lower_is_more_stable
wbm-2-15348,Ca1 F6 Gd1,CHGNet,scored,-7.195553302764893,-7.195553302764893,raw_energy_per_atom_lower_is_more_stable
wbm-2-15348,Ca1 F6 Gd1,MACE-MP,scored,-6.9413347244262695,-6.9413347244262695,raw_energy_per_atom_lower_is_more_stable
wbm-2-15384,Cd1 Er1 F6,CHGNet,scored,-5.277721881866455,-5.277721881866455,raw_energy_per_atom_lower_is_more_stable
wbm-2-15384,Cd1 Er1 F6,MACE-MP,scored,-4.885800361633301,-4.885800361633301,raw_energy_per_atom_lower_is_more_stable
wbm-2-15385,Cd1 F6 Gd1,CHGNet,scored,-6.395528793334961,-6.395528793334961,raw_energy_per_atom_lower_is_more_stable
wbm-2-15385,Cd1 F6 Gd1,MACE-MP,scored,-6.038422107696533,-6.038422107696533,raw_energy_per_atom_lower_is_more_stable
wbm-2-15387,Cd1 F6 Ho1,CHGNet,scored,-5.266797065734863,-5.266797065734863,raw_energy_per_atom_lower_is_more_stable
wbm-2-15387,Cd1 F6 Ho1,MACE-MP,scored,-4.878313064575195,-4.878313064575195,raw_energy_per_atom_lower_is_more_stable
wbm-2-15450,Cs2 F6 Nd1,CHGNet,scored,-5.3465189933776855,-5.3465189933776855,raw_energy_per_atom_lower_is_more_stable
