denominator,metric,label_view_a,label_view_b,common_model_n,spearman_rank_correlation,kendall_tau_b,discordant_pair_fraction,metric_status
D5_full_complete,stable_yield@5000,alex_pbe_native,common_pool,12,0.8324631514932076,0.7096774193548387,0.13636363636363635,ok
D5_full_complete,stable_yield@5000,alex_pbe_native,consensus,12,0.9309793678437817,0.9607843137254902,0.015151515151515152,ok
D5_full_complete,stable_yield@5000,alex_pbe_native,mp_native,12,0.9491228070175439,0.875,0.06060606060606061,ok
D5_full_complete,stable_yield@5000,alex_pbe_native,uncertain,12,-0.20665530815981217,-0.13846153846153847,0.5606060606060606,ok
D5_full_complete,stable_yield@5000,alexmp20_native,audit_view,12,0.9737317909903014,0.9076923076923077,0.045454545454545456,ok
D5_full_complete,stable_yield@5000,alexmp20_native,common_pool,12,0.8042440616120817,0.6451612903225806,0.16666666666666666,ok
D5_full_complete,stable_yield@5000,alexmp20_native,consensus,12,0.9384571137702378,1.0,0.0,ok
D5_full_complete,stable_yield@5000,alexmp20_native,mp_native,12,0.9526315789473685,0.875,0.06060606060606061,ok
D5_full_complete,stable_yield@5000,alexmp20_native,uncertain,12,-0.143607926009361,-0.07692307692307693,0.5303030303030303,ok
D5_full_complete,stable_yield@5000,audit_view,common_pool,12,0.8380489500927585,0.7142857142857143,0.13636363636363635,ok
D5_full_complete,stable_yield@5000,audit_view,consensus,12,0.9293503563283455,0.9607843137254902,0.015151515151515152,ok
D5_full_complete,stable_yield@5000,audit_view,mp_native,12,0.9632238939652261,0.9076923076923077,0.045454545454545456,ok
D5_full_complete,stable_yield@5000,audit_view,uncertain,12,-0.21678321678321683,-0.18181818181818182,0.5909090909090909,ok
D5_full_complete,stable_yield@5000,common_pool,consensus,12,0.913366037256178,0.8823529411764706,0.045454545454545456,ok
D5_full_complete,stable_yield@5000,common_pool,mp_native,12,0.814826220317504,0.6774193548387096,0.15151515151515152,ok
D5_full_complete,stable_yield@5000,common_pool,uncertain,12,0.1690182756489597,0.14285714285714285,0.4090909090909091,ok
D5_full_complete,stable_yield@5000,consensus,mp_native,12,0.9309793678437817,0.9607843137254902,0.015151515151515152,ok
D5_full_complete,stable_yield@5000,consensus,uncertain,12,0.11196992244919825,0.09803921568627451,0.3484848484848485,ok
D5_full_complete,stable_yield@5000,mp_native,uncertain,12,-0.07355527917552636,-0.07692307692307693,0.5303030303030303,ok
D5_max_coverage_union,auprc,alex_pbe_native,alexmp20_native,12,0.9720279720279721,0.9090909090909091,0.045454545454545456,ok
D5_max_coverage_union,auprc,alex_pbe_native,audit_view,12,0.9580419580419581,0.8484848484848485,0.07575757575757576,ok
D5_max_coverage_union,auprc,alex_pbe_native,common_pool,12,0.7622377622377624,0.5757575757575758,0.21212121212121213,ok
D5_max_coverage_union,auprc,alex_pbe_native,consensus,12,0.9426479189556485,0.9285714285714286,0.030303030303030304,ok
D5_max_coverage_union,auprc,alex_pbe_native,mp_native,12,0.9300699300699302,0.8181818181818182,0.09090909090909091,ok
D5_max_coverage_union,auprc,alex_pbe_native,uncertain,12,0.3636363636363637,0.36363636363636365,0.3181818181818182,ok
D5_max_coverage_union,auprc,alexmp20_native,audit_view,12,0.9440559440559443,0.8181818181818182,0.09090909090909091,ok
D5_max_coverage_union,auprc,alexmp20_native,common_pool,12,0.7552447552447553,0.5454545454545454,0.22727272727272727,ok
D5_max_coverage_union,auprc,alexmp20_native,consensus,12,0.9208945054412873,0.8928571428571429,0.045454545454545456,ok
D5_max_coverage_union,auprc,alexmp20_native,mp_native,12,0.9580419580419581,0.9090909090909091,0.045454545454545456,ok
D5_max_coverage_union,auprc,alexmp20_native,uncertain,12,0.43356643356643365,0.3939393939393939,0.30303030303030304,ok
D5_max_coverage_union,auprc,audit_view,common_pool,12,0.7552447552447553,0.5454545454545454,0.22727272727272727,ok
D5_max_coverage_union,auprc,audit_view,consensus,12,0.9353967811175282,0.9285714285714286,0.030303030303030304,ok
D5_max_coverage_union,auprc,audit_view,mp_native,12,0.9020979020979022,0.7272727272727273,0.13636363636363635,ok
D5_max_coverage_union,auprc,audit_view,uncertain,12,0.2797202797202798,0.21212121212121213,0.3939393939393939,ok
D5_max_coverage_union,auprc,common_pool,consensus,12,0.8773876784125652,0.8571428571428571,0.06060606060606061,ok
D5_max_coverage_union,auprc,common_pool,mp_native,12,0.7972027972027973,0.6363636363636364,0.18181818181818182,ok
D5_max_coverage_union,auprc,common_pool,uncertain,12,0.7622377622377624,0.6666666666666666,0.16666666666666666,ok
D5_max_coverage_union,auprc,consensus,mp_native,12,0.9208945054412874,0.8928571428571429,0.045454545454545456,ok
D5_max_coverage_union,auprc,consensus,uncertain,12,0.4930773729921854,0.5,0.21212121212121213,ok
D5_max_coverage_union,auprc,mp_native,uncertain,12,0.5314685314685316,0.48484848484848486,0.25757575757575757,ok
D5_max_coverage_union,auroc,alex_pbe_native,alexmp20_native,12,0.9720279720279721,0.8787878787878788,0.06060606060606061,ok
D5_max_coverage_union,auroc,alex_pbe_native,audit_view,12,0.9090909090909092,0.8181818181818182,0.09090909090909091,ok
D5_max_coverage_union,auroc,alex_pbe_native,common_pool,12,0.8266212326392487,0.6615384615384615,0.16666666666666666,ok
D5_max_coverage_union,auroc,alex_pbe_native,consensus,12,0.9218856948317323,0.9215686274509803,0.030303030303030304,ok
D5_max_coverage_union,auroc,alex_pbe_native,mp_native,12,0.9370629370629372,0.7878787878787878,0.10606060606060606,ok
D5_max_coverage_union,auroc,alex_pbe_native,uncertain,12,0.6363636363636365,0.45454545454545453,0.2727272727272727,ok
D5_max_coverage_union,auroc,alexmp20_native,audit_view,12,0.8531468531468532,0.696969696969697,0.15151515151515152,ok
D5_max_coverage_union,auroc,alexmp20_native,common_pool,12,0.8651501883978578,0.7230769230769231,0.13636363636363635,ok
D5_max_coverage_union,auroc,alexmp20_native,consensus,12,0.9368150178249588,1.0,0.0,ok
D5_max_coverage_union,auroc,alexmp20_native,mp_native,12,0.9720279720279721,0.9090909090909091,0.045454545454545456,ok
D5_max_coverage_union,auroc,alexmp20_native,uncertain,12,0.7272727272727274,0.5757575757575758,0.21212121212121213,ok
D5_max_coverage_union,auroc,audit_view,common_pool,12,0.7390554240969553,0.5076923076923077,0.24242424242424243,ok
D5_max_coverage_union,auroc,audit_view,consensus,12,0.9069563718385057,0.8823529411764706,0.045454545454545456,ok
D5_max_coverage_union,auroc,audit_view,mp_native,12,0.8391608391608393,0.6666666666666666,0.16666666666666666,ok
D5_max_coverage_union,auroc,audit_view,uncertain,12,0.3706293706293707,0.2727272727272727,0.36363636363636365,ok
D5_max_coverage_union,auroc,common_pool,consensus,12,0.9309793678437817,0.9607843137254902,0.015151515151515152,ok
D5_max_coverage_union,auroc,common_pool,mp_native,12,0.886165982448008,0.7846153846153846,0.10606060606060606,ok
D5_max_coverage_union,auroc,common_pool,uncertain,12,0.8441343943477073,0.7846153846153846,0.10606060606060606,ok
D5_max_coverage_union,auroc,consensus,mp_native,12,0.9368150178249588,1.0,0.0,ok
D5_max_coverage_union,auroc,consensus,uncertain,12,0.6680872039468829,0.7647058823529411,0.09090909090909091,ok
D5_max_coverage_union,auroc,mp_native,uncertain,12,0.7412587412587414,0.6060606060606061,0.19696969696969696,ok
D5_max_coverage_union,balanced_accuracy,alex_pbe_native,alexmp20_native,12,0.965034965034965,0.8484848484848485,0.07575757575757576,ok
D5_max_coverage_union,balanced_accuracy,alex_pbe_native,audit_view,12,0.9300699300699302,0.8181818181818182,0.09090909090909091,ok
D5_max_coverage_union,balanced_accuracy,alex_pbe_native,common_pool,12,0.6690027772631207,0.4461538461538462,0.2727272727272727,ok
D5_max_coverage_union,balanced_accuracy,alex_pbe_native,consensus,12,0.8845623873486662,0.8431372549019608,0.06060606060606061,ok
D5_max_coverage_union,balanced_accuracy,alex_pbe_native,mp_native,12,0.8601398601398602,0.6666666666666666,0.16666666666666666,ok
D5_max_coverage_union,balanced_accuracy,alex_pbe_native,uncertain,12,-0.16783216783216784,0.06060606060606061,0.4696969696969697,ok
D5_max_coverage_union,balanced_accuracy,alexmp20_native,audit_view,12,0.9230769230769231,0.7878787878787878,0.10606060606060606,ok
D5_max_coverage_union,balanced_accuracy,alexmp20_native,common_pool,12,0.7390554240969553,0.5692307692307692,0.21212121212121213,ok
D5_max_coverage_union,balanced_accuracy,alexmp20_native,consensus,12,0.914421033335119,0.9215686274509803,0.030303030303030304,ok
D5_max_coverage_union,balanced_accuracy,alexmp20_native,mp_native,12,0.9370629370629372,0.8181818181818182,0.09090909090909091,ok
D5_max_coverage_union,balanced_accuracy,alexmp20_native,uncertain,12,-0.10489510489510491,0.09090909090909091,0.45454545454545453,ok
D5_max_coverage_union,balanced_accuracy,audit_view,common_pool,12,0.7320501594135719,0.47692307692307695,0.25757575757575757,ok
D5_max_coverage_union,balanced_accuracy,audit_view,consensus,12,0.9293503563283455,0.9607843137254902,0.015151515151515152,ok
D5_max_coverage_union,balanced_accuracy,audit_view,mp_native,12,0.8601398601398602,0.7272727272727273,0.13636363636363635,ok
D5_max_coverage_union,balanced_accuracy,audit_view,uncertain,12,-0.2377622377622378,-0.12121212121212122,0.5606060606060606,ok
D5_max_coverage_union,balanced_accuracy,common_pool,consensus,12,0.9160238759908694,0.9215686274509803,0.030303030303030304,ok
D5_max_coverage_union,balanced_accuracy,common_pool,mp_native,12,0.8721554530812412,0.7538461538461538,0.12121212121212122,ok
D5_max_coverage_union,balanced_accuracy,common_pool,uncertain,12,0.325744807777331,0.2923076923076923,0.3484848484848485,ok
D5_max_coverage_union,balanced_accuracy,consensus,mp_native,12,0.9368150178249588,1.0,0.0,ok
D5_max_coverage_union,balanced_accuracy,consensus,uncertain,12,0.085843607211052,0.17647058823529413,0.3181818181818182,ok
D5_max_coverage_union,balanced_accuracy,mp_native,uncertain,12,0.11188811188811189,0.15151515151515152,0.42424242424242425,ok
D5_max_coverage_union,f1,alex_pbe_native,alexmp20_native,12,0.965034965034965,0.8484848484848485,0.07575757575757576,ok
D5_max_coverage_union,f1,alex_pbe_native,audit_view,12,0.9300699300699302,0.8181818181818182,0.09090909090909091,ok
D5_max_coverage_union,f1,alex_pbe_native,common_pool,12,0.6690027772631207,0.4461538461538462,0.2727272727272727,ok
D5_max_coverage_union,f1,alex_pbe_native,consensus,12,0.8845623873486662,0.8431372549019608,0.06060606060606061,ok
D5_max_coverage_union,f1,alex_pbe_native,mp_native,12,0.8601398601398602,0.6666666666666666,0.16666666666666666,ok
D5_max_coverage_union,f1,alex_pbe_native,uncertain,12,-0.16783216783216784,0.06060606060606061,0.4696969696969697,ok
D5_max_coverage_union,f1,alexmp20_native,audit_view,12,0.9230769230769231,0.7878787878787878,0.10606060606060606,ok
D5_max_coverage_union,f1,alexmp20_native,common_pool,12,0.7390554240969553,0.5692307692307692,0.21212121212121213,ok
D5_max_coverage_union,f1,alexmp20_native,consensus,12,0.914421033335119,0.9215686274509803,0.030303030303030304,ok
D5_max_coverage_union,f1,alexmp20_native,mp_native,12,0.9370629370629372,0.8181818181818182,0.09090909090909091,ok
D5_max_coverage_union,f1,alexmp20_native,uncertain,12,-0.10489510489510491,0.09090909090909091,0.45454545454545453,ok
D5_max_coverage_union,f1,audit_view,common_pool,12,0.7320501594135719,0.47692307692307695,0.25757575757575757,ok
D5_max_coverage_union,f1,audit_view,consensus,12,0.9293503563283455,0.9607843137254902,0.015151515151515152,ok
D5_max_coverage_union,f1,audit_view,mp_native,12,0.8601398601398602,0.7272727272727273,0.13636363636363635,ok
D5_max_coverage_union,f1,audit_view,uncertain,12,-0.2377622377622378,-0.12121212121212122,0.5606060606060606,ok
D5_max_coverage_union,f1,common_pool,consensus,12,0.9160238759908694,0.9215686274509803,0.030303030303030304,ok
D5_max_coverage_union,f1,common_pool,mp_native,12,0.8721554530812412,0.7538461538461538,0.12121212121212122,ok
D5_max_coverage_union,f1,common_pool,uncertain,12,0.325744807777331,0.2923076923076923,0.3484848484848485,ok
D5_max_coverage_union,f1,consensus,mp_native,12,0.9368150178249588,1.0,0.0,ok
D5_max_coverage_union,f1,consensus,uncertain,12,0.085843607211052,0.17647058823529413,0.3181818181818182,ok
D5_max_coverage_union,f1,mp_native,uncertain,12,0.11188811188811189,0.15151515151515152,0.42424242424242425,ok
D5_max_coverage_union,precision,alex_pbe_native,alexmp20_native,12,0.965034965034965,0.8484848484848485,0.07575757575757576,ok
D5_max_coverage_union,precision,alex_pbe_native,audit_view,12,0.9300699300699302,0.8181818181818182,0.09090909090909091,ok
D5_max_coverage_union,precision,alex_pbe_native,common_pool,12,0.6690027772631207,0.4461538461538462,0.2727272727272727,ok
D5_max_coverage_union,precision,alex_pbe_native,consensus,12,0.8845623873486662,0.8431372549019608,0.06060606060606061,ok
D5_max_coverage_union,precision,alex_pbe_native,mp_native,12,0.8601398601398602,0.6666666666666666,0.16666666666666666,ok
D5_max_coverage_union,precision,alex_pbe_native,uncertain,12,-0.16783216783216784,0.06060606060606061,0.4696969696969697,ok
D5_max_coverage_union,precision,alexmp20_native,audit_view,12,0.9230769230769231,0.7878787878787878,0.10606060606060606,ok
D5_max_coverage_union,precision,alexmp20_native,common_pool,12,0.7390554240969553,0.5692307692307692,0.21212121212121213,ok
D5_max_coverage_union,precision,alexmp20_native,consensus,12,0.914421033335119,0.9215686274509803,0.030303030303030304,ok
D5_max_coverage_union,precision,alexmp20_native,mp_native,12,0.9370629370629372,0.8181818181818182,0.09090909090909091,ok
D5_max_coverage_union,precision,alexmp20_native,uncertain,12,-0.10489510489510491,0.09090909090909091,0.45454545454545453,ok
D5_max_coverage_union,precision,audit_view,common_pool,12,0.7320501594135719,0.47692307692307695,0.25757575757575757,ok
D5_max_coverage_union,precision,audit_view,consensus,12,0.9293503563283455,0.9607843137254902,0.015151515151515152,ok
D5_max_coverage_union,precision,audit_view,mp_native,12,0.8601398601398602,0.7272727272727273,0.13636363636363635,ok
D5_max_coverage_union,precision,audit_view,uncertain,12,-0.2377622377622378,-0.12121212121212122,0.5606060606060606,ok
D5_max_coverage_union,precision,common_pool,consensus,12,0.9160238759908694,0.9215686274509803,0.030303030303030304,ok
D5_max_coverage_union,precision,common_pool,mp_native,12,0.8721554530812412,0.7538461538461538,0.12121212121212122,ok
D5_max_coverage_union,precision,common_pool,uncertain,12,0.325744807777331,0.2923076923076923,0.3484848484848485,ok
D5_max_coverage_union,precision,consensus,mp_native,12,0.9368150178249588,1.0,0.0,ok
D5_max_coverage_union,precision,consensus,uncertain,12,0.085843607211052,0.17647058823529413,0.3181818181818182,ok
D5_max_coverage_union,precision,mp_native,uncertain,12,0.11188811188811189,0.15151515151515152,0.42424242424242425,ok
D5_max_coverage_union,recall,alex_pbe_native,alexmp20_native,12,0.965034965034965,0.8484848484848485,0.07575757575757576,ok
D5_max_coverage_union,recall,alex_pbe_native,audit_view,12,0.9300699300699302,0.8181818181818182,0.09090909090909091,ok
D5_max_coverage_union,recall,alex_pbe_native,common_pool,12,0.6690027772631207,0.4461538461538462,0.2727272727272727,ok
D5_max_coverage_union,recall,alex_pbe_native,consensus,12,0.8845623873486662,0.8431372549019608,0.06060606060606061,ok
D5_max_coverage_union,recall,alex_pbe_native,mp_native,12,0.8601398601398602,0.6666666666666666,0.16666666666666666,ok
D5_max_coverage_union,recall,alex_pbe_native,uncertain,12,-0.16783216783216784,0.06060606060606061,0.4696969696969697,ok
D5_max_coverage_union,recall,alexmp20_native,audit_view,12,0.9230769230769231,0.7878787878787878,0.10606060606060606,ok
D5_max_coverage_union,recall,alexmp20_native,common_pool,12,0.7390554240969553,0.5692307692307692,0.21212121212121213,ok
D5_max_coverage_union,recall,alexmp20_native,consensus,12,0.914421033335119,0.9215686274509803,0.030303030303030304,ok
D5_max_coverage_union,recall,alexmp20_native,mp_native,12,0.9370629370629372,0.8181818181818182,0.09090909090909091,ok
D5_max_coverage_union,recall,alexmp20_native,uncertain,12,-0.10489510489510491,0.09090909090909091,0.45454545454545453,ok
D5_max_coverage_union,recall,audit_view,common_pool,12,0.7320501594135719,0.47692307692307695,0.25757575757575757,ok
D5_max_coverage_union,recall,audit_view,consensus,12,0.9293503563283455,0.9607843137254902,0.015151515151515152,ok
D5_max_coverage_union,recall,audit_view,mp_native,12,0.8601398601398602,0.7272727272727273,0.13636363636363635,ok
D5_max_coverage_union,recall,audit_view,uncertain,12,-0.2377622377622378,-0.12121212121212122,0.5606060606060606,ok
D5_max_coverage_union,recall,common_pool,consensus,12,0.9160238759908694,0.9215686274509803,0.030303030303030304,ok
D5_max_coverage_union,recall,common_pool,mp_native,12,0.8721554530812412,0.7538461538461538,0.12121212121212122,ok
D5_max_coverage_union,recall,common_pool,uncertain,12,0.325744807777331,0.2923076923076923,0.3484848484848485,ok
D5_max_coverage_union,recall,consensus,mp_native,12,0.9368150178249588,1.0,0.0,ok
D5_max_coverage_union,recall,consensus,uncertain,12,0.085843607211052,0.17647058823529413,0.3181818181818182,ok
D5_max_coverage_union,recall,mp_native,uncertain,12,0.11188811188811189,0.15151515151515152,0.42424242424242425,ok
D5_max_coverage_union,stable_yield@100,alex_pbe_native,alexmp20_native,12,0.9100543254279823,0.8360655737704918,0.07575757575757576,ok
D5_max_coverage_union,stable_yield@100,alex_pbe_native,audit_view,12,0.9347457218543226,0.8387096774193549,0.07575757575757576,ok
D5_max_coverage_union,stable_yield@100,alex_pbe_native,common_pool,12,0.6803644580866912,0.6363636363636364,0.15151515151515152,ok
D5_max_coverage_union,stable_yield@100,alex_pbe_native,consensus,12,0.7453444906493347,0.72,0.10606060606060606,ok
D5_max_coverage_union,stable_yield@100,alex_pbe_native,mp_native,12,0.8521126760563379,0.7096774193548387,0.13636363636363635,ok
D5_max_coverage_union,stable_yield@100,alex_pbe_native,uncertain,12,-0.48410196221374574,-0.3770491803278688,0.6363636363636364,ok
D5_max_coverage_union,stable_yield@100,alexmp20_native,audit_view,12,0.9045936395759718,0.8032786885245902,0.09090909090909091,ok
D5_max_coverage_union,stable_yield@100,alexmp20_native,common_pool,12,0.5211971129659513,0.4716981132075472,0.21212121212121213,ok
D5_max_coverage_union,stable_yield@100,alexmp20_native,consensus,12,0.6340983543932431,0.673469387755102,0.12121212121212122,ok
D5_max_coverage_union,stable_yield@100,alexmp20_native,mp_native,12,0.8342164649756502,0.6721311475409836,0.15151515151515152,ok
D5_max_coverage_union,stable_yield@100,alexmp20_native,uncertain,12,-0.5769920541820127,-0.4426229508196721,0.6666666666666666,ok
D5_max_coverage_union,stable_yield@100,audit_view,common_pool,12,0.5029734376874215,0.5094339622641509,0.19696969696969696,ok
D5_max_coverage_union,stable_yield@100,audit_view,consensus,12,0.5721893434613583,0.625,0.13636363636363635,ok
D5_max_coverage_union,stable_yield@100,audit_view,mp_native,12,0.950618762414113,0.9016393442622951,0.045454545454545456,ok
D5_max_coverage_union,stable_yield@100,audit_view,uncertain,12,-0.5663725685222212,-0.5081967213114754,0.696969696969697,ok
D5_max_coverage_union,stable_yield@100,common_pool,consensus,12,0.9404345901468459,0.8823529411764706,0.045454545454545456,ok
D5_max_coverage_union,stable_yield@100,common_pool,mp_native,12,0.5275553284629424,0.6,0.16666666666666666,ok
D5_max_coverage_union,stable_yield@100,common_pool,uncertain,12,0.07302383266106684,0.1320754716981132,0.3484848484848485,ok
D5_max_coverage_union,stable_yield@100,consensus,mp_native,12,0.5355993073510295,0.52,0.18181818181818182,ok
D5_max_coverage_union,stable_yield@100,consensus,uncertain,12,-0.015034831888990586,0.041666666666666664,0.3484848484848485,ok
D5_max_coverage_union,stable_yield@100,mp_native,uncertain,12,-0.4699675983534904,-0.3770491803278688,0.6363636363636364,ok
D5_max_coverage_union,stable_yield@1000,alex_pbe_native,alexmp20_native,12,0.9771929824561405,0.9375,0.030303030303030304,ok
D5_max_coverage_union,stable_yield@1000,alex_pbe_native,audit_view,12,0.9982502173821435,1.0,0.0,ok
D5_max_coverage_union,stable_yield@1000,alex_pbe_native,common_pool,12,0.7336963369092676,0.5483870967741935,0.21212121212121213,ok
D5_max_coverage_union,stable_yield@1000,alex_pbe_native,consensus,12,0.8188131789469405,0.7647058823529411,0.09090909090909091,ok
D5_max_coverage_union,stable_yield@1000,alex_pbe_native,mp_native,12,0.9210526315789475,0.78125,0.10606060606060606,ok
D5_max_coverage_union,stable_yield@1000,alex_pbe_native,uncertain,12,-0.5263157894736843,-0.375,0.6666666666666666,ok
D5_max_coverage_union,stable_yield@1000,alexmp20_native,audit_view,12,0.9807370556736849,0.9384615384615385,0.030303030303030304,ok
D5_max_coverage_union,stable_yield@1000,alexmp20_native,common_pool,12,0.7195867919687047,0.5483870967741935,0.21212121212121213,ok
D5_max_coverage_union,stable_yield@1000,alexmp20_native,consensus,12,0.8113354330204843,0.7254901960784313,0.10606060606060606,ok
D5_max_coverage_union,stable_yield@1000,alexmp20_native,mp_native,12,0.9385964912280703,0.84375,0.07575757575757576,ok
D5_max_coverage_union,stable_yield@1000,alexmp20_native,uncertain,12,-0.5052631578947369,-0.3125,0.6363636363636364,ok
D5_max_coverage_union,stable_yield@1000,audit_view,common_pool,12,0.7394549559641986,0.5555555555555556,0.21212121212121213,ok
D5_max_coverage_union,stable_yield@1000,audit_view,consensus,12,0.8173804338791472,0.7647058823529411,0.09090909090909091,ok
D5_max_coverage_union,stable_yield@1000,audit_view,mp_native,12,0.9281975705483089,0.7846153846153846,0.10606060606060606,ok
D5_max_coverage_union,stable_yield@1000,audit_view,uncertain,12,-0.5288974835954515,-0.38461538461538464,0.6818181818181818,ok
D5_max_coverage_union,stable_yield@1000,common_pool,consensus,12,0.913366037256178,0.8823529411764706,0.045454545454545456,ok
D5_max_coverage_union,stable_yield@1000,common_pool,mp_native,12,0.7936619029066597,0.6451612903225806,0.16666666666666666,ok
D5_max_coverage_union,stable_yield@1000,common_pool,uncertain,12,0.04938340729196993,0.03225806451612903,0.45454545454545453,ok
D5_max_coverage_union,stable_yield@1000,consensus,mp_native,12,0.863679654505677,0.7647058823529411,0.09090909090909091,ok
D5_max_coverage_union,stable_yield@1000,consensus,uncertain,12,-0.11964393482329724,-0.04,0.3939393939393939,ok
D5_max_coverage_union,stable_yield@1000,mp_native,uncertain,12,-0.40350877192982465,-0.21875,0.5909090909090909,ok
D5_max_coverage_union,stable_yield@10000,alex_pbe_native,alexmp20_native,12,0.9580419580419581,0.8484848484848485,0.07575757575757576,ok
D5_max_coverage_union,stable_yield@10000,alex_pbe_native,audit_view,12,0.9790209790209792,0.9090909090909091,0.045454545454545456,ok
D5_max_coverage_union,stable_yield@10000,alex_pbe_native,common_pool,12,0.795097541564023,0.6307692307692307,0.18181818181818182,ok
D5_max_coverage_union,stable_yield@10000,alex_pbe_native,consensus,12,0.8994917103418926,0.8823529411764706,0.045454545454545456,ok
D5_max_coverage_union,stable_yield@10000,alex_pbe_native,mp_native,12,0.9300699300699302,0.8181818181818182,0.09090909090909091,ok
D5_max_coverage_union,stable_yield@10000,alex_pbe_native,uncertain,12,-0.18881118881118883,0.0,0.5,ok
D5_max_coverage_union,stable_yield@10000,alexmp20_native,audit_view,12,0.965034965034965,0.8787878787878788,0.06060606060606061,ok
D5_max_coverage_union,stable_yield@10000,alexmp20_native,common_pool,12,0.7600712181471057,0.5692307692307692,0.21212121212121213,ok
D5_max_coverage_union,stable_yield@10000,alexmp20_native,consensus,12,0.914421033335119,0.9215686274509803,0.030303030303030304,ok
D5_max_coverage_union,stable_yield@10000,alexmp20_native,mp_native,12,0.9440559440559443,0.8484848484848485,0.07575757575757576,ok
D5_max_coverage_union,stable_yield@10000,alexmp20_native,uncertain,12,-0.17482517482517487,0.030303030303030304,0.48484848484848486,ok
D5_max_coverage_union,stable_yield@10000,audit_view,common_pool,12,0.7600712181471057,0.5692307692307692,0.21212121212121213,ok
D5_max_coverage_union,stable_yield@10000,audit_view,consensus,12,0.914421033335119,0.9215686274509803,0.030303030303030304,ok
D5_max_coverage_union,stable_yield@10000,audit_view,mp_native,12,0.9440559440559443,0.8484848484848485,0.07575757575757576,ok
D5_max_coverage_union,stable_yield@10000,audit_view,uncertain,12,-0.21678321678321683,-0.09090909090909091,0.5454545454545454,ok
D5_max_coverage_union,stable_yield@10000,common_pool,consensus,12,0.8786351463585891,0.8431372549019608,0.06060606060606061,ok
D5_max_coverage_union,stable_yield@10000,common_pool,mp_native,12,0.7740817475138726,0.6,0.19696969696969696,ok
D5_max_coverage_union,stable_yield@10000,common_pool,uncertain,12,0.3607711311942483,0.35384615384615387,0.3181818181818182,ok
D5_max_coverage_union,stable_yield@10000,consensus,mp_native,12,0.8994917103418926,0.8823529411764706,0.045454545454545456,ok
D5_max_coverage_union,stable_yield@10000,consensus,uncertain,12,0.085843607211052,0.17647058823529413,0.3181818181818182,ok
D5_max_coverage_union,stable_yield@10000,mp_native,uncertain,12,-0.027972027972027972,0.06060606060606061,0.4696969696969697,ok
D5_max_coverage_union,stable_yield@300,alex_pbe_native,alexmp20_native,12,0.9753969369344826,0.9365079365079365,0.030303030303030304,ok
D5_max_coverage_union,stable_yield@300,alex_pbe_native,audit_view,12,0.9894797752097305,0.96875,0.015151515151515152,ok
D5_max_coverage_union,stable_yield@300,alex_pbe_native,common_pool,12,0.844528240650257,0.7377049180327869,0.12121212121212122,ok
D5_max_coverage_union,stable_yield@300,alex_pbe_native,consensus,12,0.9101442775265746,0.92,0.030303030303030304,ok
D5_max_coverage_union,stable_yield@300,alex_pbe_native,mp_native,12,0.8945532268462192,0.746031746031746,0.12121212121212122,ok
D5_max_coverage_union,stable_yield@300,alex_pbe_native,uncertain,12,-0.350879352911252,-0.1875,0.5757575757575758,ok
D5_max_coverage_union,stable_yield@300,alexmp20_native,audit_view,12,0.9807370556736849,0.9384615384615385,0.030303030303030304,ok
D5_max_coverage_union,stable_yield@300,alexmp20_native,common_pool,12,0.8324631514932076,0.7419354838709677,0.12121212121212122,ok
D5_max_coverage_union,stable_yield@300,alexmp20_native,consensus,12,0.9160238759908694,0.9215686274509803,0.030303030303030304,ok
D5_max_coverage_union,stable_yield@300,alexmp20_native,mp_native,12,0.8929824561403509,0.75,0.12121212121212122,ok
D5_max_coverage_union,stable_yield@300,alexmp20_native,uncertain,12,-0.34325796948578974,-0.16923076923076924,0.5757575757575758,ok
D5_max_coverage_union,stable_yield@300,audit_view,common_pool,12,0.8521338063968386,0.746031746031746,0.12121212121212122,ok
D5_max_coverage_union,stable_yield@300,audit_view,consensus,12,0.9293503563283455,0.9607843137254902,0.015151515151515152,ok
D5_max_coverage_union,stable_yield@300,audit_view,mp_native,12,0.900176511814775,0.7538461538461538,0.12121212121212122,ok
D5_max_coverage_union,stable_yield@300,audit_view,uncertain,12,-0.3636363636363637,-0.24242424242424243,0.6212121212121212,ok
D5_max_coverage_union,stable_yield@300,common_pool,consensus,12,0.9208834532006734,0.9215686274509803,0.030303030303030304,ok
D5_max_coverage_union,stable_yield@300,common_pool,mp_native,12,0.7019498607930011,0.6129032258064516,0.18181818181818182,ok
D5_max_coverage_union,stable_yield@300,common_pool,uncertain,12,0.07042428152039988,0.047619047619047616,0.45454545454545453,ok
D5_max_coverage_union,stable_yield@300,consensus,mp_native,12,0.7776855763514321,0.7254901960784313,0.10606060606060606,ok
D5_max_coverage_union,stable_yield@300,consensus,uncertain,12,-0.10823759170089164,-0.058823529411764705,0.4090909090909091,ok
D5_max_coverage_union,stable_yield@300,mp_native,uncertain,12,-0.3187395430939476,-0.16923076923076924,0.5757575757575758,ok
D5_max_coverage_union,stable_yield@500,alex_pbe_native,alexmp20_native,12,0.9842105263157895,0.96875,0.015151515151515152,ok
D5_max_coverage_union,stable_yield@500,alex_pbe_native,audit_view,12,0.9982502173821435,1.0,0.0,ok
D5_max_coverage_union,stable_yield@500,alex_pbe_native,common_pool,12,0.8112988340823633,0.6774193548387096,0.15151515151515152,ok
