denominator,label_view,metric,model_name,metric_value,rank
D5_family_complete,audit_view,stable_yield@100,ALIGNN-FF,0.25,10
D5_family_complete,audit_view,stable_yield@300,ALIGNN-FF,0.18666666666666668,12
D5_family_complete,audit_view,stable_yield@500,ALIGNN-FF,0.204,12
D5_family_complete,audit_view,stable_yield@1000,ALIGNN-FF,0.245,12
D5_family_complete,audit_view,stable_yield@5000,ALIGNN-FF,0.2264,12
D5_family_complete,audit_view,stable_yield@10000,ALIGNN-FF,0.2273,11
D5_family_complete,mp_native,f1,CHGNet,0.36111480643873883,11
D5_family_complete,mp_native,precision,CHGNet,0.36111480643873883,11
D5_family_complete,mp_native,recall,CHGNet,0.36111480643873883,11
D5_family_complete,mp_native,balanced_accuracy,CHGNet,0.4599252536351364,11
D5_family_complete,mp_native,auroc,CHGNet,0.4663785149428588,11
D5_family_complete,mp_native,auprc,CHGNet,0.386028293860766,11
D5_family_complete,mp_native,stable_yield@100,CHGNet,0.62,5
D5_family_complete,mp_native,stable_yield@300,CHGNet,0.54,7
D5_family_complete,mp_native,stable_yield@500,CHGNet,0.484,9
D5_family_complete,mp_native,stable_yield@1000,CHGNet,0.442,10
D5_family_complete,mp_native,stable_yield@5000,CHGNet,0.3532,11
D5_family_complete,mp_native,stable_yield@10000,CHGNet,0.3404,12
D5_family_complete,alexmp20_native,f1,CHGNet,0.31781954887218045,11
D5_family_complete,alexmp20_native,precision,CHGNet,0.31781954887218045,11
D5_family_complete,alexmp20_native,recall,CHGNet,0.31781954887218045,11
D5_family_complete,alexmp20_native,balanced_accuracy,CHGNet,0.46587543547179083,11
D5_family_complete,alexmp20_native,auroc,CHGNet,0.47649618493278,11
D5_family_complete,alexmp20_native,auprc,CHGNet,0.3423696989798331,11
D5_family_complete,alexmp20_native,stable_yield@100,CHGNet,0.42,6
D5_family_complete,alexmp20_native,stable_yield@300,CHGNet,0.39,8
D5_family_complete,alexmp20_native,stable_yield@500,CHGNet,0.368,10
D5_family_complete,alexmp20_native,stable_yield@1000,CHGNet,0.359,10
D5_family_complete,alexmp20_native,stable_yield@5000,CHGNet,0.314,11
D5_family_complete,alexmp20_native,stable_yield@10000,CHGNet,0.3067,11
D5_family_complete,alex_pbe_native,f1,CHGNet,0.28901116951379763,12
D5_family_complete,alex_pbe_native,precision,CHGNet,0.28901116951379763,12
D5_family_complete,alex_pbe_native,recall,CHGNet,0.28901116951379763,12
D5_family_complete,alex_pbe_native,balanced_accuracy,CHGNet,0.4687289350107059,12
D5_family_complete,alex_pbe_native,auroc,CHGNet,0.48128657857347734,12
D5_family_complete,alex_pbe_native,auprc,CHGNet,0.3147672985817327,11
D5_family_complete,alex_pbe_native,stable_yield@100,CHGNet,0.38,6
D5_family_complete,alex_pbe_native,stable_yield@300,CHGNet,0.33,8
D5_family_complete,alex_pbe_native,stable_yield@500,CHGNet,0.326,10
D5_family_complete,alex_pbe_native,stable_yield@1000,CHGNet,0.321,10
D5_family_complete,alex_pbe_native,stable_yield@5000,CHGNet,0.2932,11
D5_family_complete,alex_pbe_native,stable_yield@10000,CHGNet,0.2853,12
D5_family_complete,common_pool,f1,CHGNet,0.48459298798980954,10
D5_family_complete,common_pool,precision,CHGNet,0.48459298798980954,10
D5_family_complete,common_pool,recall,CHGNet,0.48459298798980954,10
D5_family_complete,common_pool,balanced_accuracy,CHGNet,0.4661688454832708,10
D5_family_complete,common_pool,auroc,CHGNet,0.47714848087546924,12
D5_family_complete,common_pool,auprc,CHGNet,0.5011589083844536,11
D5_family_complete,common_pool,stable_yield@100,CHGNet,0.72,7
D5_family_complete,common_pool,stable_yield@300,CHGNet,0.62,8
D5_family_complete,common_pool,stable_yield@500,CHGNet,0.578,9
D5_family_complete,common_pool,stable_yield@1000,CHGNet,0.54,9
D5_family_complete,common_pool,stable_yield@5000,CHGNet,0.478,11
D5_family_complete,common_pool,stable_yield@10000,CHGNet,0.4654,12
D5_family_complete,consensus,f1,CHGNet,0.33846316011384,11
D5_family_complete,consensus,precision,CHGNet,0.33846316011384,11
D5_family_complete,consensus,recall,CHGNet,0.33846316011384,11
D5_family_complete,consensus,balanced_accuracy,CHGNet,0.46178793624122616,11
D5_family_complete,consensus,auroc,CHGNet,0.47316068878310924,11
D5_family_complete,consensus,auprc,CHGNet,0.3652564747342638,11
D5_family_complete,consensus,stable_yield@100,CHGNet,0.54,8
D5_family_complete,consensus,stable_yield@300,CHGNet,0.4266666666666667,10
D5_family_complete,consensus,stable_yield@500,CHGNet,0.414,9
D5_family_complete,consensus,stable_yield@1000,CHGNet,0.379,10
D5_family_complete,consensus,stable_yield@5000,CHGNet,0.327,11
D5_family_complete,consensus,stable_yield@10000,CHGNet,0.3405,10
D5_family_complete,uncertain,f1,CHGNet,0.3105768441782227,8
D5_family_complete,uncertain,precision,CHGNet,0.3105768441782227,8
D5_family_complete,uncertain,recall,CHGNet,0.3105768441782227,8
D5_family_complete,uncertain,balanced_accuracy,CHGNet,0.484613196607678,8
D5_family_complete,uncertain,auroc,CHGNet,0.4793019966362194,10
D5_family_complete,uncertain,auprc,CHGNet,0.3219519754434177,10
D5_family_complete,uncertain,stable_yield@100,CHGNet,0.39,3
D5_family_complete,uncertain,stable_yield@300,CHGNet,0.38,4
D5_family_complete,uncertain,stable_yield@500,CHGNet,0.372,3
D5_family_complete,uncertain,stable_yield@1000,CHGNet,0.354,3
D5_family_complete,uncertain,stable_yield@5000,CHGNet,0.324,5
D5_family_complete,uncertain,stable_yield@10000,CHGNet,0.3086,8
D5_family_complete,audit_view,f1,CHGNet,0.2232528723516391,12
D5_family_complete,audit_view,precision,CHGNet,0.2232528723516391,12
D5_family_complete,audit_view,recall,CHGNet,0.2232528723516391,12
D5_family_complete,audit_view,balanced_accuracy,CHGNet,0.47673224272191317,12
D5_family_complete,audit_view,auroc,CHGNet,0.487977057724826,12
D5_family_complete,audit_view,auprc,CHGNet,0.24775629953573888,11
D5_family_complete,audit_view,stable_yield@100,CHGNet,0.34,5
D5_family_complete,audit_view,stable_yield@300,CHGNet,0.2833333333333333,9
D5_family_complete,audit_view,stable_yield@500,CHGNet,0.266,10
D5_family_complete,audit_view,stable_yield@1000,CHGNet,0.261,10
D5_family_complete,audit_view,stable_yield@5000,CHGNet,0.2294,11
D5_family_complete,audit_view,stable_yield@10000,CHGNet,0.2232,12
D5_family_complete,mp_native,f1,M3GNet,0.3737528269256352,9
D5_family_complete,mp_native,precision,M3GNet,0.3737528269256352,9
D5_family_complete,mp_native,recall,M3GNet,0.3737528269256352,9
D5_family_complete,mp_native,balanced_accuracy,M3GNet,0.47061860383400467,9
D5_family_complete,mp_native,auroc,M3GNet,0.4806903353990174,10
D5_family_complete,mp_native,auprc,M3GNet,0.3982855260120711,10
D5_family_complete,mp_native,stable_yield@100,M3GNet,0.58,7
D5_family_complete,mp_native,stable_yield@300,M3GNet,0.53,8
D5_family_complete,mp_native,stable_yield@500,M3GNet,0.5,8
D5_family_complete,mp_native,stable_yield@1000,M3GNet,0.461,8
D5_family_complete,mp_native,stable_yield@5000,M3GNet,0.3822,10
D5_family_complete,mp_native,stable_yield@10000,M3GNet,0.3661,10
D5_family_complete,alexmp20_native,f1,M3GNet,0.3357894736842105,10
D5_family_complete,alexmp20_native,precision,M3GNet,0.3357894736842105,10
D5_family_complete,alexmp20_native,recall,M3GNet,0.3357894736842105,10
D5_family_complete,alexmp20_native,balanced_accuracy,M3GNet,0.47995328505076834,10
D5_family_complete,alexmp20_native,auroc,M3GNet,0.48952281296808525,10
D5_family_complete,alexmp20_native,auprc,M3GNet,0.35203972576808107,10
D5_family_complete,alexmp20_native,stable_yield@100,M3GNet,0.35,10
D5_family_complete,alexmp20_native,stable_yield@300,M3GNet,0.37333333333333335,9
D5_family_complete,alexmp20_native,stable_yield@500,M3GNet,0.378,9
D5_family_complete,alexmp20_native,stable_yield@1000,M3GNet,0.373,9
D5_family_complete,alexmp20_native,stable_yield@5000,M3GNet,0.3384,10
D5_family_complete,alexmp20_native,stable_yield@10000,M3GNet,0.3297,10
D5_family_complete,alex_pbe_native,f1,M3GNet,0.30609395532194483,10
D5_family_complete,alex_pbe_native,precision,M3GNet,0.30609395532194483,10
D5_family_complete,alex_pbe_native,recall,M3GNet,0.30609395532194483,10
D5_family_complete,alex_pbe_native,balanced_accuracy,M3GNet,0.4815006445171407,10
D5_family_complete,alex_pbe_native,auroc,M3GNet,0.49262126657903416,10
D5_family_complete,alex_pbe_native,auprc,M3GNet,0.32331305018797435,10
D5_family_complete,alex_pbe_native,stable_yield@100,M3GNet,0.33,9
D5_family_complete,alex_pbe_native,stable_yield@300,M3GNet,0.33,8
D5_family_complete,alex_pbe_native,stable_yield@500,M3GNet,0.338,9
D5_family_complete,alex_pbe_native,stable_yield@1000,M3GNet,0.338,8
D5_family_complete,alex_pbe_native,stable_yield@5000,M3GNet,0.3114,10
D5_family_complete,alex_pbe_native,stable_yield@10000,M3GNet,0.3032,10
D5_family_complete,common_pool,f1,M3GNet,0.4907800558049254,9
D5_family_complete,common_pool,precision,M3GNet,0.4907800558049254,9
D5_family_complete,common_pool,recall,M3GNet,0.4907800558049254,9
D5_family_complete,common_pool,balanced_accuracy,M3GNet,0.4725948111610576,9
D5_family_complete,common_pool,auroc,M3GNet,0.48624135935746654,10
D5_family_complete,common_pool,auprc,M3GNet,0.5101838003090617,10
D5_family_complete,common_pool,stable_yield@100,M3GNet,0.68,9
D5_family_complete,common_pool,stable_yield@300,M3GNet,0.6166666666666667,9
D5_family_complete,common_pool,stable_yield@500,M3GNet,0.598,8
D5_family_complete,common_pool,stable_yield@1000,M3GNet,0.553,8
D5_family_complete,common_pool,stable_yield@5000,M3GNet,0.504,10
D5_family_complete,common_pool,stable_yield@10000,M3GNet,0.4842,10
D5_family_complete,consensus,f1,M3GNet,0.3542742700537578,9
D5_family_complete,consensus,precision,M3GNet,0.3542742700537578,9
D5_family_complete,consensus,recall,M3GNet,0.3542742700537578,9
D5_family_complete,consensus,balanced_accuracy,M3GNet,0.47466489811519197,9
D5_family_complete,consensus,auroc,M3GNet,0.48693090037707537,10
D5_family_complete,consensus,auprc,M3GNet,0.37740592849345683,10
D5_family_complete,consensus,stable_yield@100,M3GNet,0.5,9
D5_family_complete,consensus,stable_yield@300,M3GNet,0.45,8
D5_family_complete,consensus,stable_yield@500,M3GNet,0.424,8
D5_family_complete,consensus,stable_yield@1000,M3GNet,0.413,7
D5_family_complete,consensus,stable_yield@5000,M3GNet,0.3598,10
D5_family_complete,consensus,stable_yield@10000,M3GNet,0.3552,9
D5_family_complete,uncertain,f1,M3GNet,0.31336670222368096,7
D5_family_complete,uncertain,precision,M3GNet,0.31336670222368096,7
D5_family_complete,uncertain,recall,M3GNet,0.31336670222368096,7
D5_family_complete,uncertain,balanced_accuracy,M3GNet,0.48670569521096707,7
D5_family_complete,uncertain,auroc,M3GNet,0.48171416910767995,9
D5_family_complete,uncertain,auprc,M3GNet,0.3232277421530846,9
D5_family_complete,uncertain,stable_yield@100,M3GNet,0.39,3
D5_family_complete,uncertain,stable_yield@300,M3GNet,0.37666666666666665,5
D5_family_complete,uncertain,stable_yield@500,M3GNet,0.352,5
D5_family_complete,uncertain,stable_yield@1000,M3GNet,0.342,5
D5_family_complete,uncertain,stable_yield@5000,M3GNet,0.3286,4
D5_family_complete,uncertain,stable_yield@10000,M3GNet,0.3134,7
D5_family_complete,audit_view,f1,M3GNet,0.24043427848634974,9
D5_family_complete,audit_view,precision,M3GNet,0.24043427848634974,9
D5_family_complete,audit_view,recall,M3GNet,0.24043427848634974,9
D5_family_complete,audit_view,balanced_accuracy,M3GNet,0.4883115928400996,9
D5_family_complete,audit_view,auroc,M3GNet,0.49810955504474547,10
D5_family_complete,audit_view,auprc,M3GNet,0.25546418772278606,10
D5_family_complete,audit_view,stable_yield@100,M3GNet,0.31,7
D5_family_complete,audit_view,stable_yield@300,M3GNet,0.2866666666666667,8
D5_family_complete,audit_view,stable_yield@500,M3GNet,0.292,9
D5_family_complete,audit_view,stable_yield@1000,M3GNet,0.279,8
D5_family_complete,audit_view,stable_yield@5000,M3GNet,0.249,10
D5_family_complete,audit_view,stable_yield@10000,M3GNet,0.2398,9
D5_family_complete,mp_native,f1,MACE-MP,0.37940667819608886,8
D5_family_complete,mp_native,precision,MACE-MP,0.37940667819608886,8
D5_family_complete,mp_native,recall,MACE-MP,0.37940667819608886,8
D5_family_complete,mp_native,balanced_accuracy,MACE-MP,0.4753979366724656,8
D5_family_complete,mp_native,auroc,MACE-MP,0.48718680234394107,9
D5_family_complete,mp_native,auprc,MACE-MP,0.4051540421249722,9
D5_family_complete,mp_native,stable_yield@100,MACE-MP,0.61,6
D5_family_complete,mp_native,stable_yield@300,MACE-MP,0.56,6
D5_family_complete,mp_native,stable_yield@500,MACE-MP,0.53,7
D5_family_complete,mp_native,stable_yield@1000,MACE-MP,0.465,7
D5_family_complete,mp_native,stable_yield@5000,MACE-MP,0.4088,8
D5_family_complete,mp_native,stable_yield@10000,MACE-MP,0.3818,8
D5_family_complete,alexmp20_native,f1,MACE-MP,0.3426315789473684,9
D5_family_complete,alexmp20_native,precision,MACE-MP,0.3426315789473684,9
D5_family_complete,alexmp20_native,recall,MACE-MP,0.3426315789473684,9
D5_family_complete,alexmp20_native,balanced_accuracy,MACE-MP,0.48531034312869226,9
D5_family_complete,alexmp20_native,auroc,MACE-MP,0.49647532316878484,9
D5_family_complete,alexmp20_native,auprc,MACE-MP,0.3592279428030877,9
D5_family_complete,alexmp20_native,stable_yield@100,MACE-MP,0.42,6
D5_family_complete,alexmp20_native,stable_yield@300,MACE-MP,0.41333333333333333,7
D5_family_complete,alexmp20_native,stable_yield@500,MACE-MP,0.41,8
D5_family_complete,alexmp20_native,stable_yield@1000,MACE-MP,0.385,8
D5_family_complete,alexmp20_native,stable_yield@5000,MACE-MP,0.3612,9
D5_family_complete,alexmp20_native,stable_yield@10000,MACE-MP,0.3436,8
D5_family_complete,alex_pbe_native,f1,MACE-MP,0.31521024967148487,9
D5_family_complete,alex_pbe_native,precision,MACE-MP,0.31521024967148487,9
D5_family_complete,alex_pbe_native,recall,MACE-MP,0.31521024967148487,9
D5_family_complete,alex_pbe_native,balanced_accuracy,MACE-MP,0.48831250727706466,9
D5_family_complete,alex_pbe_native,auroc,MACE-MP,0.4990543584587852,8
D5_family_complete,alex_pbe_native,auprc,MACE-MP,0.3285882214703185,9
D5_family_complete,alex_pbe_native,stable_yield@100,MACE-MP,0.37,7
D5_family_complete,alex_pbe_native,stable_yield@300,MACE-MP,0.35333333333333333,7
D5_family_complete,alex_pbe_native,stable_yield@500,MACE-MP,0.354,8
D5_family_complete,alex_pbe_native,stable_yield@1000,MACE-MP,0.337,9
D5_family_complete,alex_pbe_native,stable_yield@5000,MACE-MP,0.3306,8
D5_family_complete,alex_pbe_native,stable_yield@10000,MACE-MP,0.3164,8
D5_family_complete,common_pool,f1,MACE-MP,0.49751304136843383,8
D5_family_complete,common_pool,precision,MACE-MP,0.49751304136843383,8
D5_family_complete,common_pool,recall,MACE-MP,0.49751304136843383,8
D5_family_complete,common_pool,balanced_accuracy,MACE-MP,0.4795682448669686,8
D5_family_complete,common_pool,auroc,MACE-MP,0.49554978462142807,9
D5_family_complete,common_pool,auprc,MACE-MP,0.5182961027178061,7
D5_family_complete,common_pool,stable_yield@100,MACE-MP,0.71,8
D5_family_complete,common_pool,stable_yield@300,MACE-MP,0.6366666666666667,7
D5_family_complete,common_pool,stable_yield@500,MACE-MP,0.616,7
D5_family_complete,common_pool,stable_yield@1000,MACE-MP,0.565,7
D5_family_complete,common_pool,stable_yield@5000,MACE-MP,0.5262,7
D5_family_complete,common_pool,stable_yield@10000,MACE-MP,0.5006,9
D5_family_complete,consensus,f1,MACE-MP,0.36217982502371665,8
D5_family_complete,consensus,precision,MACE-MP,0.36217982502371665,8
D5_family_complete,consensus,recall,MACE-MP,0.36217982502371665,8
D5_family_complete,consensus,balanced_accuracy,MACE-MP,0.4810965227709805,8
D5_family_complete,consensus,auroc,MACE-MP,0.49759783587627526,9
D5_family_complete,consensus,auprc,MACE-MP,0.38636983239392975,7
D5_family_complete,consensus,stable_yield@100,MACE-MP,0.57,7
D5_family_complete,consensus,stable_yield@300,MACE-MP,0.47333333333333333,7
D5_family_complete,consensus,stable_yield@500,MACE-MP,0.442,7
D5_family_complete,consensus,stable_yield@1000,MACE-MP,0.41,8
D5_family_complete,consensus,stable_yield@5000,MACE-MP,0.3822,9
D5_family_complete,consensus,stable_yield@10000,MACE-MP,0.3629,8
D5_family_complete,uncertain,f1,MACE-MP,0.3164847788627226,6
D5_family_complete,uncertain,precision,MACE-MP,0.3164847788627226,6
D5_family_complete,uncertain,recall,MACE-MP,0.3164847788627226,6
D5_family_complete,uncertain,balanced_accuracy,MACE-MP,0.4890366205912232,6
D5_family_complete,uncertain,auroc,MACE-MP,0.4831995649220195,8
D5_family_complete,uncertain,auprc,MACE-MP,0.324247917183357,8
D5_family_complete,uncertain,stable_yield@100,MACE-MP,0.39,3
D5_family_complete,uncertain,stable_yield@300,MACE-MP,0.3933333333333333,3
D5_family_complete,uncertain,stable_yield@500,MACE-MP,0.356,4
D5_family_complete,uncertain,stable_yield@1000,MACE-MP,0.354,3
D5_family_complete,uncertain,stable_yield@5000,MACE-MP,0.3218,8
D5_family_complete,uncertain,stable_yield@10000,MACE-MP,0.3198,6
D5_family_complete,audit_view,f1,MACE-MP,0.25466427743227577,8
D5_family_complete,audit_view,precision,MACE-MP,0.25466427743227577,8
D5_family_complete,audit_view,recall,MACE-MP,0.25466427743227577,8
D5_family_complete,audit_view,balanced_accuracy,MACE-MP,0.49789776200004787,8
D5_family_complete,audit_view,auroc,MACE-MP,0.5061416953681388,7
D5_family_complete,audit_view,auprc,MACE-MP,0.2611515151497135,7
D5_family_complete,audit_view,stable_yield@100,MACE-MP,0.34,5
D5_family_complete,audit_view,stable_yield@300,MACE-MP,0.30333333333333334,7
